URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,43,-6,1.3243243243243243,0.027407407387105624,15.51724120095125,0.14814814803840876,6.266155739595864,15.517241379310345,200,1350,1.6111111111111112,5,4.823703703703703
https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,54,-25,2.7241379310344827,0.018034825859431076,17.86666646814815,0.23756218890698866,7.241691462822056,17.866666666666667,382,1608,1.88681592039801,2,5.612562189054726
https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,35,-19,3.375,0.013311148075448295,18.781249706542972,0.29118136415043144,7.628972428277362,18.78125,350,1202,2.1073211314475873,12,6.194675540765391
https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,32,-58,90000000.0,-0.021648626126853764,20.706896194708687,0.28809325538043856,8.39799578003565,20.70689655172414,346,1201,2.0141548709408825,4,6.065778517901749
https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,20,-9,2.6363636363636362,0.013064133001111481,15.309090630743807,0.22090261256424867,6.211997297323222,15.309090909090909,186,842,1.8562945368171022,4,5.709026128266033
https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,74,-21,1.7924528301886793,0.02656641602678375,19.36893185078707,0.25914786954428676,7.851231888132543,19.368932038834952,517,1995,2.01453634085213,6,6.033583959899749
https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,30,-51,81000000.0,-0.014583333323206018,17.34939738133256,0.21319444429639273,7.025036730251582,17.349397590361445,307,1440,1.804861111111111,0,5.447222222222222
https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,28,-7,1.6666666666666667,0.023702031575957076,17.038461210798825,0.308126410487442,6.938635048514508,17.03846153846154,273,886,2.125282167042889,3,6.355530474040632
https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,33,-36,69000000.0,-0.0027548209341094385,17.564515845733617,0.307621670975554,7.148855006683668,17.56451612903226,335,1089,2.108356290174472,2,6.292929292929293
https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,130,-133,263000000.0,-0.0007853403139305392,15.34136540023548,0.2243455496794907,6.226284379965989,15.34136546184739,857,3820,1.830628272251309,13,5.521989528795811
https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,58,-13,1.5777777777777777,0.02888318355013916,20.499999730263163,0.26957637980129884,8.307830444025786,20.5,420,1558,1.9685494223363287,2,5.924903722721438
https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,73,-21,1.8076923076923077,0.028713417985249352,18.479591648167432,0.22749861942159103,7.4828361070356095,18.479591836734695,412,1811,1.8884594146880176,2,5.673660960795141
https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,42,-11,1.7096774193548387,0.042758620630677764,24.999999137931063,0.24689655138359096,10.098758275725864,25.0,179,725,1.889655172413793,3,5.660689655172414
https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,23,-20,14.333333333333334,0.0022573363414166016,17.959459216764067,0.22121896145882694,7.272271271289158,17.95945945945946,294,1329,1.7878103837471784,3,5.505643340857787
https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,40,-24,4.0,0.011799410020796893,20.23880566807753,0.23008849540553944,8.187557665393227,20.238805970149254,312,1356,1.8628318584070795,5,5.642330383480826
https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,40,-24,4.0,0.011782032391913083,21.555555213403885,0.23122238569129425,8.714711039638072,21.555555555555557,314,1358,1.862297496318115,5,5.650957290132548
https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,49,-12,1.6486486486486487,0.028771384114485703,16.487179275805396,0.22472783808341534,6.684762845555524,16.487179487179485,289,1286,1.8289269051321928,2,5.615085536547434
https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,38,-6,1.375,0.02662229615089659,22.259258847050763,0.24542429264107793,9.001873255876736,22.25925925925926,295,1202,1.8860232945091515,1,5.728785357737105
https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,56,-5,1.196078431372549,0.027156549506306416,17.388888727880662,0.23109691148503891,7.047994255746281,17.38888888888889,434,1878,1.7902023429179978,4,5.468583599574015
https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,8,0,1.0,0.010443864216130725,22.529411102076146,0.19973890313350012,9.09166000208386,22.529411764705884,153,766,1.727154046997389,1,5.438642297650131
https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,23,-35,58000000.0,-0.010327022366327862,19.366666343888895,0.2564543887638086,7.849248293061082,19.366666666666667,298,1162,1.9044750430292599,4,5.716006884681583
https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,13,-8,4.2,0.009090909074380165,14.864864463111772,0.18545454511735537,6.020127603291652,14.864864864864865,102,550,1.7236363636363636,4,5.212727272727273
https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,42,-10,1.625,0.021262458457632916,20.337837563002196,0.18006644506307876,8.20716160322611,20.33783783783784,271,1505,1.721594684385382,5,5.1641196013289035
https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,22,-2,1.2,0.029455080958092666,24.2499991339286,0.23416789361683668,9.793666811018175,24.25,159,679,1.776141384388807,1,5.512518409425626
https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,18,-9,3.0,0.007438016522778498,26.88888829135804,0.1495867767358787,10.81539002723757,26.88888888888889,181,1210,1.5454545454545454,2,4.841322314049587
https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,26,-13,3.0,0.01263362486624526,18.05263126223454,0.21477162272616945,7.306961153984284,18.05263157894737,221,1029,1.7638483965014577,1,5.4353741496598635
https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,34,-19,3.533333333333333,0.010211027903191948,22.95312464135743,0.14771953699951018,9.240337671342777,22.953125,217,1469,1.5922396187882915,19,4.845473110959837
https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,32,-24,7.0,0.006344171287593837,20.015872698160752,0.1982553527373074,8.085651220359223,20.015873015873016,250,1261,1.7335448057097542,4,5.454401268834259
https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,69,-26,2.2093023255813953,0.021140609625791243,24.804877746281978,0.2369714846425902,10.016739692369828,24.804878048780488,482,2034,1.9115044247787611,0,5.800884955752212
https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,54,-28,3.1538461538461537,0.016795865622224893,17.793103243757436,0.1621447027376326,7.182099178598027,17.79310344827586,251,1548,1.6518087855297157,3,5.0381136950904395
https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,66,-29,2.5675675675675675,0.020054200531135935,20.73033684572655,0.20758807576824492,8.37516996859792,20.730337078651687,383,1845,1.8563685636856369,0,5.542005420054201
https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,54,-15,1.7692307692307692,0.02169076750740224,17.123809360725627,0.16184649601677056,6.91426234269696,17.123809523809523,291,1798,1.656840934371524,15,4.976084538375973
https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,51,-22,2.5172413793103448,0.015433741343569056,19.989361489474877,0.18041511432654864,8.067910641520571,19.98936170212766,339,1879,1.7275146354443853,5,5.252794039382651
https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,41,-16,2.28,0.01733703188811579,19.48648622315559,0.17683772525878103,7.865329579365749,19.486486486486488,255,1442,1.705270457697642,10,5.214285714285714
https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,21,-10,2.8181818181818183,0.012499999985795455,16.60377327162692,0.19090909069214876,6.7178729449276275,16.60377358490566,168,880,1.7352272727272726,5,5.3306818181818185
https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,34,-9,1.72,0.028768699621670082,17.7346935156185,0.1415420021386168,7.150494207102847,17.73469387755102,123,869,1.6064441887226697,0,5.057537399309552
https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,69,-32,2.72972972972973,0.01598962834226896,22.68627428738947,0.17718236811703442,9.145382662202602,22.686274509803923,410,2314,1.7091616248919619,4,5.077787381158168
https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,52,-43,10.555555555555555,0.0042512990060220605,16.669291207328417,0.19130845527099272,6.744239865039764,16.669291338582678,405,2117,1.740670760510156,0,5.350495984884271
https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,39,-15,2.25,0.0178438661577369,19.214285439795923,0.22527881024142837,7.7758257000149404,19.214285714285715,303,1345,1.8535315985130112,5,5.605204460966543
https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,29,-20,5.444444444444445,0.006612784712260995,14.79347810007089,0.17854518723104687,5.9888093149207755,14.793478260869565,243,1361,1.6980161645848642,3,5.197648787656135
https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,61,-23,2.210526315789474,0.020708446855199757,20.164834943243573,0.14386920973086145,8.123481661189775,20.164835164835164,264,1835,1.6435967302452317,10,5.0
https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,59,-18,1.8780487804878048,0.021831735877618882,20.413043256379964,0.19062832790701364,8.241468633714792,20.41304347826087,358,1878,1.7401490947816827,8,5.308839190628328
https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,21,0,1.0,0.03271028032288118,19.454544865013794,0.22585669746751294,7.872160624992524,19.454545454545453,145,642,1.8457943925233644,0,5.574766355140187
https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,102,-37,2.1384615384615384,0.03355704696254153,129.13332472444503,0.14919979341806927,51.71300980714524,129.13333333333333,289,1937,1.6205472379969024,12,4.893649974186887
https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,28,0,1.0,0.025854108932729353,17.190475917611494,0.22160664799482302,6.964833026242527,17.19047619047619,240,1083,1.7756232686980609,0,5.358264081255771
https://insights.blackcoffer.com/evolution-of-advertising-industry/,https://insights.blackcoffer.com/evolution-of-advertising-industry/,12,-6,3.0,0.007177033484237998,18.999999568181828,0.2595693776799409,7.703827578344708,19.0,217,836,1.9043062200956937,0,5.679425837320574
https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5,-3,4.0,0.004608294920257385,19.72727183057855,0.22350230363248316,7.980309653684414,19.727272727272727,97,434,1.8456221198156681,2,5.700460829493087
